COORDENADES1;COORDENADES2;CARRER;TIPUS CUINA;IMATGE1;IMATGE2;IMATGE3;IMATGE4;IMATGE5;IMATGE6;IMATGE7;IMATGE8;IMATGE9;NOM
41.39121;2.14628;C Comte d'Urgell 247;Cocina italiana;https://scontent-mad1-1.cdninstagram.com/l/t51.2885-15/s640x640/sh0.08/e35/13534079_1379002442116955_724078787_n.jpg?ig_cache_key=MTI4MTIwODMwNzE5Mjg5MjE5OQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13534497_1813715042248068_1827963159_n.jpg?ig_cache_key=MTI4MDc3NDgyNDcxNzEwMjcwOA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13423678_843021212470342_45646489_n.jpg?ig_cache_key=MTI3ODI2MDI2MTM2NTAzOTQwOQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c135.0.809.809/13414213_1709435905943858_1291550831_n.jpg?ig_cache_key=MTI3NTQ0NjMzNDc5Njk4OTA0Mw%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/l/t51.2885-15/s640x640/e15/c61.0.958.958/13402551_516029398582237_156186771_n.jpg?ig_cache_key=MTI3MTAwODI3MzAwODg0MzMyNQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13423655_1098973386830736_1858153451_n.jpg?ig_cache_key=MTI2OTU2MzA5MzkyODU0OTgyOA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13388594_284193168594796_1087788734_n.jpg?ig_cache_key=MTI2OTA2NjYzOTUxNzEwMjU4NA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13388592_987490454692339_1721873720_n.jpg?ig_cache_key=MTI2NjAyNDc3OTI0MjM2MzA5Mg%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13388525_1033062606780527_1944058624_n.jpg?ig_cache_key=MTI2NTg3Njc3NDYwMjIzMzk4OA%3D%3D.2;Restaurant Il Commendatore
41.3798;2.16142;C Comte d'Urgell 9;Carnes a la brasa;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13573374_1744655599086360_1297728442_n.jpg?ig_cache_key=MTI4MzU2NjY5MzQ5OTUzMzE3OQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c173.0.734.734/13398705_1061555637264076_1487894985_n.jpg?ig_cache_key=MTI4MjE3NDI1NjI2MDM2OTY2NQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13423497_1618451248482997_2118427159_n.jpg?ig_cache_key=MTI4MDY4MjMzODI0MTY4OTY1Nw%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13408766_1046042062156362_47976746_n.jpg?ig_cache_key=MTI3NDQ5ODcxNTEzMzE4MDc1OQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13437262_1583709705260624_2049729773_n.jpg?ig_cache_key=MTI3Mzc3MDQ0MjgyOTkxNzg4Ng%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13398899_956470834465420_1010059577_n.jpg?ig_cache_key=MTI3MzE2ODAxMDQwNzI1NTU5Ng%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e35/c237.0.606.606/13408831_277369512611994_1399291840_n.jpg?ig_cache_key=MTI2Njg4NDA5NzMwNTgyODE4OQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13285405_876786289116295_1224942964_n.jpg?ig_cache_key=MTI2NTIxMTE2MTE1MDMxMzYyOA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13118031_1725435241075836_1625950078_n.jpg?ig_cache_key=MTI0NjM1Nzc1NjA4MDk0NzAwNg%3D%3D.2;Restaurant Maur
41.39182;2.16685;C Consell de Cent 314;Carnes a la brasa;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13402294_583717478469501_1385800437_n.jpg?ig_cache_key=MTI2NjY1MzM0MDU4NzEwNjk0Mg%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.134.1080.1080/13260995_877797082324974_1972479908_n.jpg?ig_cache_key=MTI2MzY0MDYzNDM4MzAzOTIyOQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c61.0.957.957/13277830_573693616137073_1500195644_n.jpg?ig_cache_key=MTI1NTA2NzI0MTc2NjIzMzU5Nw%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c146.0.787.787/12568977_186922138335118_1590831532_n.jpg?ig_cache_key=MTE3ODk1ODkwMjU1NzE5MDA0OA%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/12534208_1074126629275526_1075731134_n.jpg?ig_cache_key=MTE2MzY4OTE0MDU2MjQ2OTkwOQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11849083_1645289482416346_754571833_n.jpg?ig_cache_key=MTExMzA0Mzc4Mjg0MDIzNzQ1OQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e15/11313668_1443514505953148_247007548_n.jpg?ig_cache_key=MTAwNjQ1MDkyMjg1NDU3NDA3Mw%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e15/11111289_1624178294479121_1384447083_n.jpg?ig_cache_key=OTYwODY4OTQ2NzgyMDk2MTQ5.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e15/10401704_1543895695876157_1091636132_n.jpg?ig_cache_key=OTQ3OTE1ODY0Mzc3MDE3NzU5.2;Restaurant Quixote
41.39282;2.16817;C Consell de Cent 336;Carnes a la brasa;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13532036_1756522541257243_1352604099_n.jpg?ig_cache_key=MTI4NjM2MTc4MzA0NDczMjQ1NQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/l/t51.2885-15/s640x640/sh0.08/e35/13473371_268890066799614_92791224_n.jpg?ig_cache_key=MTI4Mjg4NDM4NzkzMDc4NTkxOQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.134.1080.1080/13398901_1034432956609934_780662917_n.jpg?ig_cache_key=MTI3MzQyMjU2NTM5NDAyODQ2Nw%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/l/t51.2885-15/s640x640/sh0.08/e35/c83.0.900.900/13320133_1897196980507308_565048334_n.jpg?ig_cache_key=MTI3MDM2MzgyMjAzOTI2NDMwNQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13266731_271326376550425_980757293_n.jpg?ig_cache_key=MTI2MDIzNzEzOTE0NTk2ODQ2OQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.61.1080.1080/12424407_608592062637870_124618827_n.jpg?ig_cache_key=MTIyMTY3MzU4MjY5NzIzODgzMA%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12940963_573828022785808_725808572_n.jpg?ig_cache_key=MTIxOTA4NDEwNTYzNTAxNDYwMg%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/1390311_189267914781582_887937286_n.jpg?ig_cache_key=MTIwMTQ1Mjg1NTU5NjE4MzMxNQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12816830_1542853039341287_885050069_n.jpg?ig_cache_key=MTE5ODg3MTMxNDIxMzA5NTM1Nw%3D%3D.2;La Tienda del Gordo Cabrera
41.39436;2.17023;C Consell de Cent 362;Tapas, pintxos y platillos;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.0.1080.1080/13534308_1626359204341985_825520726_n.jpg?ig_cache_key=MTI4NjQwMjUwODMyNzgyNzQzNg%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13556937_1728326160754478_1088795167_n.jpg?ig_cache_key=MTI4MTk3NjA2OTA0NjIxMzY0NA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13402546_1631497900500528_1711282012_n.jpg?ig_cache_key=MTI2OTEwODE1NDMzMjY2NzMzNA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.134.1080.1080/13392621_500087986856509_1304568625_n.jpg?ig_cache_key=MTI2NTkyMTE5NDc0MTEzNDE5OA%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13298277_200638750330180_921353493_n.jpg?ig_cache_key=MTI2NTkxOTQ4MDY4MDA4NDI4Nw%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.55.1080.1080/13391128_1555031864801428_795645023_n.jpg?ig_cache_key=MTI2NTkxODQ3MjE0MjkxMDIzNQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.38.1080.1080/13402563_139644906452580_1024724765_n.jpg?ig_cache_key=MTI2NTkxNzEzNTA5MTA2OTY3NA%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13260785_1740807109533203_1192650053_n.jpg?ig_cache_key=MTI2NDA3MDU4OTIxMjUzMTI4MQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/l/t51.2885-15/s640x640/sh0.08/e35/13259111_556240521222915_64723921_n.jpg?ig_cache_key=MTI2MTcyMzI5MjMxMDc2ODM5OA%3D%3D.2;Restaurant Re_e
41.39373;2.16904;C Consell de Cent 377;Paellas y arroces;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13473359_291573734510455_2074776093_n.jpg?ig_cache_key=MTI3OTI0MDkzMjgyNTkyNDUxMA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13414336_294759940863305_1217691261_n.jpg?ig_cache_key=MTI3NzczODc4Mjg5NDY2NTQyNA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13151370_1616683941980484_1567622460_n.jpg?ig_cache_key=MTI1Nzk4NzUyMzkxMzE3MzAzNA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c138.0.804.804/13266926_953306244777576_1334326707_n.jpg?ig_cache_key=MTI1MzYwOTM5ODg5NTQzNjM5NQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13108725_1593110707646502_14425649_n.jpg?ig_cache_key=MTI1MTU4MzExNzQyNzk4MDYwMA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.134.1080.1080/13129357_1606406909676552_1288999027_n.jpg?ig_cache_key=MTI0NzI5MzUyMTkxOTM1MzY4NQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13187926_235098926865491_796802409_n.jpg?ig_cache_key=MTI0Njk5NzIzMDg2NjcyODEyNA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c135.0.810.810/13166670_1725276504423854_1291130673_n.jpg?ig_cache_key=MTI0NTE5Mzk2MzQwMzYxMDU0NQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.134.1080.1080/13166862_588645897969017_1118747748_n.jpg?ig_cache_key=MTI0NTE1MTQ5MTE3NDQ5NjY5OA%3D%3D.2.c;Restaurant Ca La Nuri Eixample -Consell de Cent
41.3959;2.17232;C Consell de Cent 388;Cocina casera;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e35/12724890_990734041021207_1327363545_n.jpg?ig_cache_key=MTIzMDY1NDUyNTc4NTc2ODEzMg%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12269721_1202635029765537_1784154384_n.jpg?ig_cache_key=MTEyNDYzODc3MTIzMDEwMzc0Ng%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12071042_524500117700085_724791095_n.jpg?ig_cache_key=MTA5MDQ3NzAzOTU3ODYwMTk3MQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e15/10932394_852078581497122_1653076602_n.jpg?ig_cache_key=OTEyMzExNDA2MzYyOTc1MTU4.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e15/10903460_1556869884530619_597827439_n.jpg?ig_cache_key=OTAyMTU1NDUxMDM3OTk3NTYw.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e15/10755945_372836292893324_269809800_n.jpg?ig_cache_key=ODUxNjM1NDUwMTMyOTEyMjIy.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e15/926948_514280948692337_1207436072_n.jpg?ig_cache_key=NjUwNzYyNzc5Njk5MDc2MDA2.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e15/1208173_561046750649539_2129035427_n.jpg?ig_cache_key=NjA3ODQ5MTYzMDQ0NzcyMTEx.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e15/1171957_1491518111072420_1045526432_n.jpg?ig_cache_key=NjA0Mjc0ODg5ODAxNDIzMTIy.2;Bar Restaurant La Llave
41.39534;2.1712;C Consell de Cent 403;Carnes a la brasa;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.134.1080.1080/13557138_297784003890122_1986096824_n.jpg?ig_cache_key=MTI4NzE0Nzg0NjMzMjQwNTcwMA%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c3.0.843.843/13532102_1217072558326732_725140863_n.jpg?ig_cache_key=MTI4Njk3ODExODcxMTk2NzcxMw%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/13549394_255700744804229_1254723734_n.jpg?ig_cache_key=MTI4NDgyODM3Njk1MTgwNDg4Mw%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e35/c236.0.608.608/13557327_253737938334858_543919380_n.jpg?ig_cache_key=MTI4NDgyODIwMjUwMjM4MDcyOA%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.93.747.747/13531950_1642013942786068_793642588_n.jpg?ig_cache_key=MTI4NDc5MjE2MDE2MDI5MjU5Nw%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13556937_128592857569248_1220113029_n.jpg?ig_cache_key=MTI4NDc5MjAyNzYxMTc1MzY3OQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c135.0.810.810/13525571_488576561331545_1644088800_n.jpg?ig_cache_key=MTI4MTIwODUzMDQ0NzQwMTI4MA%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13397427_1745365332389341_1359945004_n.jpg?ig_cache_key=MTI3NzA1Nzc1NzY2NDc0Mzc0Nw%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13320294_1347853388563450_503056347_n.jpg?ig_cache_key=MTI2NTI5Mzg5MzQ5MjcxODM4NQ%3D%3D.2;Restaurant El Rodizio
41.39436;2.15664;C Corsega 272;Paellas y arroces;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.720.720/13534125_272859166410794_330923549_n.jpg?ig_cache_key=MTI4NDM2OTUyNzgyNzk2NjA0MQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13549588_987387388044562_780351188_n.jpg?ig_cache_key=MTI4MTIyNjIyODYwNjg0MjAwNg%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.134.1080.1080/13399000_264724170556702_1455321522_n.jpg?ig_cache_key=MTI3OTgwMDQwMjEyNDI3MjI0Ng%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13413276_1717898145145728_394057279_n.jpg?ig_cache_key=MTI3NDY4OTcyNzc2MzkzMTk5NA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/13402631_633951376769782_1611852959_n.jpg?ig_cache_key=MTI3NDYzNDcyMDQ1Njk3MTcwMg%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13414262_1742299362716444_185668966_n.jpg?ig_cache_key=MTI3MjQxNzg3OTY3Mjg4Njk3Mw%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e35/c0.61.640.640/13297994_278902979128169_1042415645_n.jpg?ig_cache_key=MTI2Njg2OTAyNDIxMzI5OTg3NA%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.21.1080.1080/13388719_115017742253910_872326888_n.jpg?ig_cache_key=MTI2NjE3Nzc1MTc2MTMwMzkyMQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c135.0.810.810/13398943_257229594634303_1320309953_n.jpg?ig_cache_key=MTI2NjE3NjY1NjYyODUyOTQ2Ng%3D%3D.2.c;Restaurant MariscCo
41.39468;2.15707;C Corsega 286;Cocina casera;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c3.0.1073.1073/13534567_1762450734032447_1131929628_n.jpg?ig_cache_key=MTI4Njg1NjU2ODU5NjEwMjUzOA%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.134.1080.1080/13398990_284535491895886_1237739704_n.jpg?ig_cache_key=MTI3OTgwMjA0MzExMjAwMjMyMA%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e35/13402594_1538751743100194_369911508_n.jpg?ig_cache_key=MTI3NzQ3ODc3MTcwNzE4MjQ5Ng%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.110.1080.1080/13408954_1766896356874529_1498268177_n.jpg?ig_cache_key=MTI3NDg4NTU2MTQ1NDIxMjIzNQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.8.1080.1080/13381376_608778092607492_272078659_n.jpg?ig_cache_key=MTI3NDE2MzEyMDkzNjA0NDk1NQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13320104_515692598623108_1234582835_n.jpg?ig_cache_key=MTI3NDE2MTczOTM0OTA4NDUyNw%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13391158_995699603859094_1953249462_n.jpg?ig_cache_key=MTI3MjQyMjgyODE2OTg2ODg4MA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c104.0.872.872/13381150_1730694313862999_178749310_n.jpg?ig_cache_key=MTI3MDg5NDc1OTAwOTM5NjgxNQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.42.938.938/13395011_486719201531881_571701670_n.jpg?ig_cache_key=MTI3MDU2MTYxNzgwODUzMjQ4NQ%3D%3D.2.c;Restaurant Windsor
41.38363;2.15823;C Diputacio 164;Cocina dietetica, naturista, vegetariana y biologica;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13102540_1688536178076536_394615301_n.jpg?ig_cache_key=MTIzNjIxMDYzNDc3OTk1Njk2MQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.133.1064.1064/1168578_1696647763946546_1306551558_n.jpg?ig_cache_key=MTE5MTMwODM0NzIyMzg1NzI2MA%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12357669_583113501839712_2002086769_n.jpg?ig_cache_key=MTE0MzUzNTU0NDA3NDQ3MTUxOA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12331494_1767617793465899_1650083370_n.jpg?ig_cache_key=MTEyOTcwNDk1Mjg1MTc1ODAxMQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.83.1080.1080/11420822_515018598674865_831580436_n.jpg?ig_cache_key=MTExOTcyMzkwMDg5MDU2NTEyMQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e35/c236.0.608.608/11375167_552836051536002_1036853510_n.jpg?ig_cache_key=MTA4OTgxMDEzOTU3MDY2NTk4MQ%3D%3D.2.c;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11371200_787946781328589_1888193255_n.jpg?ig_cache_key=MTA0MzY2NTEyNTg3NTUxMzEzNQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e15/11380814_750038161779723_984527214_n.jpg?ig_cache_key=MTAwMDE5NzQ1NTE0MzIwNjY4MA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/e15/11205850_882127668496033_1909535142_n.jpg?ig_cache_key=OTc0ODczNTAwMDM2NjEzMTY0.2;Restaurant Amaltea
41.38427;2.15908;C Diputacio 174;Tapas, pintxos y platillos;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13151294_463248653880562_1005965039_n.jpg?ig_cache_key=MTI0NzEzODkyMDc3Nzc1MzgzMw%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/l/t51.2885-15/s640x640/sh0.08/e35/12976309_854705351341400_2080161951_n.jpg?ig_cache_key=MTIzOTM3ODM0Mzg4NzcyNTg0Mg%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12751038_963927083662078_1916458419_n.jpg?ig_cache_key=MTIwNDU2NDMwMDY2MjYxNDI0Mg%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12568297_1688331671410401_1223914407_n.jpg?ig_cache_key=MTE3NjgyNTg2NDgxMzI4NDE3Nw%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12357745_926831057364385_154023734_n.jpg?ig_cache_key=MTE0MjM0MTM5OTk0ODM4MzAzMg%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12237569_1094638190554877_1127268201_n.jpg?ig_cache_key=MTExOTU0NTg1NDE3Mjc0NjU0Mw%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12230963_1669525999998655_2007409380_n.jpg?ig_cache_key=MTExNzUwMzA1NTk4OTgzNjI4NQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11419212_1095012140516575_461212304_n.jpg?ig_cache_key=MTExNjg3NTM5MjYyOTk5NjA1MA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12237310_163882820633236_68540629_n.jpg?ig_cache_key=MTExNDYxNTk1MTczNTY1NDQ0NQ%3D%3D.2;Restaurant Foz
41.38617;2.16127;C Diputacio 201;Tapas, pintxos y platillos;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13557329_1140794315973575_1886631267_n.jpg?ig_cache_key=MTI4Nzg4NDgyNzc5NzgzNjc1Nw%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13551776_310210285984749_458807735_n.jpg?ig_cache_key=MTI4NDczNzI4Njg2MDQyODAwNA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13573544_143305819406951_198794431_n.jpg?ig_cache_key=MTI4NDAyMzIxODIxNDAxODI1Mw%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13557235_262507137452981_1588103003_n.jpg?ig_cache_key=MTI4MjE0NjQ0NDcwMzA1NDAzMA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13414285_254803944898689_975919579_n.jpg?ig_cache_key=MTI4MjA2NzM4Mjk3NzgxOTg1Mg%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13531825_1545542215753730_726989851_n.jpg?ig_cache_key=MTI4MTg1NDg3OTM0NTkyMzEwMQ%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13423067_262779927418970_1340490597_n.jpg?ig_cache_key=MTI4MDU3MDgzMDIwNDIxNTgzMA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/e15/13385901_142927622778726_634990171_n.jpg?ig_cache_key=MTI3ODE5Nzk3OTU5NzE0OTEyMA%3D%3D.2;https://scontent-mad1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13413437_1156020997773961_904184096_n.jpg?ig_cache_key=MTI3NTMyMTkyMTk4Mjc1NDMzMA%3D%3D.2;Restaurant Raco d'en Cesc
